EMPLOYEE_ID,AGE,GENDER,SALARY
772494,34,Male,100000
849232,30,Female,90000
323292,35,Female,120000
648643,27,Female,70000
382902,34,Male,140000
502378,23,Female,50000
616073,25,Female,60000
900575,37,Male,160000
769115,28,Male,75000
789507,34,Male,100000
448872,30,Female,90000
207946,35,Female,120000
563681,27,Female,70000
881551,34,Male,140000
373823,23,Female,50000
58822,25,Female,60000
105069,37,Male,160000
384659,28,Male,75000
336730,34,Male,100000
536378,30,Female,90000
42248,35,Female,120000
470252,27,Female,70000
879909,34,Male,140000
724429,23,Female,50000
819285,25,Female,60000
492045,37,Male,160000
823358,28,Male,75000
834161,34,Male,100000
764070,30,Female,90000
549965,35,Female,120000
157834,27,Female,70000
904836,34,Male,140000
24043,23,Female,50000
53110,25,Female,60000
50285,37,Male,160000
555393,28,Male,75000
583698,34,Male,100000
6999,30,Female,90000
136508,35,Female,120000
233905,27,Female,70000
103025,34,Male,140000
690874,23,Female,50000
28586,25,Female,60000
249365,37,Male,160000
74744,28,Male,75000
653368,34,Male,100000
840089,30,Female,90000
73201,35,Female,120000
780247,27,Female,70000
345523,34,Male,140000
735791,23,Female,50000
97773,25,Female,60000
966266,37,Male,160000
455069,28,Male,75000
143797,34,Male,100000
276258,30,Female,90000
186832,35,Female,120000
585783,28,Male,60000
255294,43,Male,150000
375763,42,Male,130000
88441,30,Male,65000
878460,45,Male,180000
128939,44,Male,160000
186454,42,Male,140000
521846,31,Male,65000
508663,45,Male,180000
505413,44,Male,160000
439581,42,Male,140000
817430,31,Male,65000
138658,45,Male,180000
140989,44,Male,160000
587197,42,Male,140000
957979,31,Male,65000
31488,45,Male,180000
601411,44,Male,160000
302132,42,Male,140000
116520,31,Male,65000
650452,45,Male,180000
886219,44,Male,160000
938262,42,Male,140000
434099,31,Male,65000
901567,45,Male,180000
943013,44,Male,160000
612222,42,Male,140000
255035,31,Male,65000
947572,45,Male,180000
804717,44,Male,160000
839721,42,Male,140000
759562,31,Male,65000
797289,45,Male,180000
549138,44,Male,160000
691726,27,Male,60000
348795,44,Male,150000
672122,41,Male,130000
749761,29,Male,65000
862778,46,Male,180000
755984,43,Male,160000
930745,41,Male,140000
750157,29,Male,65000
409547,46,Male,180000
41715,43,Male,160000
492829,41,Male,140000
300336,29,Male,65000
837801,46,Male,180000
948516,43,Male,160000
79259,41,Male,140000
880493,29,Male,65000
5113,46,Male,180000
924952,43,Male,160000
843132,41,Male,140000
215862,29,Male,65000
723044,46,Male,180000
524571,43,Male,160000
260554,41,Male,140000
379171,29,Male,65000
665766,46,Male,180000
802039,43,Male,160000
182226,41,Male,140000
284470,29,Male,65000
758565,46,Male,180000
781756,43,Male,160000
739754,41,Male,140000
206657,29,Male,65000
729493,46,Male,180000
282721,43,Male,160000
853082,24,Male,55000
440448,45,Male,160000
988435,42,Male,140000
638593,30,Male,65000
77462,47,Male,190000
644041,44,Male,150000
751485,42,Male,140000
71752,30,Male,65000
749528,47,Male,190000
342883,44,Male,150000
71042,42,Male,140000
4633,30,Male,65000
821245,47,Male,190000
405367,44,Male,150000
44289,42,Male,140000
55988,30,Male,65000
148190,47,Male,190000
16696,44,Male,150000
426640,42,Male,140000
416908,30,Male,65000
127393,47,Male,190000
753751,44,Male,150000
99017,42,Male,140000
370149,30,Male,65000
622737,47,Male,190000
654631,44,Male,150000
630298,42,Male,140000
825782,30,Male,65000
390228,47,Male,190000
534712,44,Male,150000
441349,42,Male,140000
33700,30,Male,65000
939211,47,Male,190000
72024,44,Male,150000
532302,31,Male,80000
930352,38,Male,130000
378060,40,Male,150000
860716,29,Male,70000
645393,49,Male,220000
459225,43,Male,160000
782800,40,Male,150000
801013,29,Male,70000
710363,49,Male,220000
25162,43,Male,160000
204088,40,Male,150000
253586,29,Male,70000
342447,49,Male,220000
915440,43,Male,160000
3162,40,Male,150000
810230,29,Male,70000
933854,49,Male,220000
561734,43,Male,160000
467991,40,Male,150000
666851,29,Male,70000
819665,49,Male,220000
592380,43,Male,160000
391344,40,Male,150000
200830,29,Male,70000
426494,49,Male,220000
535764,43,Male,160000
31006,40,Male,150000
790620,29,Male,70000
490134,49,Male,220000
954695,43,Male,160000
141165,40,Male,150000
664814,29,Male,70000
117180,49,Male,220000
559537,43,Male,160000
137413,34,Male,85000
178671,41,Male,138000
434587,42,Male,162000
96414,30,Male,75000
911976,50,Male,225000
940763,44,Male,168000
371922,43,Male,162000
528232,30,Male,75000
291504,50,Male,225000
87527,44,Male,168000
994238,43,Male,162000
408841,30,Male,75000
962742,50,Male,225000
400026,44,Male,168000
146418,43,Male,162000
274753,30,Male,75000
638250,50,Male,225000
416155,44,Male,168000
486912,43,Male,162000
500874,30,Male,75000
348401,50,Male,225000
215219,44,Male,168000
176383,43,Male,162000
40424,30,Male,75000
376742,50,Male,225000
97137,44,Male,168000
471267,43,Male,162000
768353,30,Male,75000
425372,50,Male,225000
850340,44,Male,168000
501456,43,Male,162000
964711,30,Male,75000
284221,50,Male,225000
281083,44,Male,168000
923520,46,Male,180000
455323,41,Male,155000
503690,29,Male,71000
936575,51,Male,240000
154581,45,Male,190000
207002,44,Male,182000
307333,29,Male,71000
91495,51,Male,240000
252279,45,Male,190000
651264,44,Male,182000
426272,29,Male,71000
838273,51,Male,240000
366614,45,Male,190000
826070,44,Male,182000
260168,29,Male,71000
628924,51,Male,240000
649976,45,Male,190000
615313,44,Male,182000
329025,29,Male,71000
765484,51,Male,240000
886207,45,Male,190000
461796,44,Male,182000
329616,29,Male,71000
500898,51,Male,240000
538382,45,Male,190000
972982,44,Male,182000
314064,29,Male,71000
357640,51,Male,240000
415384,45,Male,190000
689753,44,Male,182000
125866,29,Male,71000
95131,51,Male,240000
12757,45,Male,190000
137015,35,Male,112000
226879,43,Male,179000
6650,31,Female,74000
526469,45,Female,193000
841239,41,Male,157000
746659,26,Male,52000
265915,48,Male,219000
108709,44,Female,183000
156871,41,Male,157000
503056,26,Male,52000
866836,48,Male,219000
896667,44,Female,183000
121969,41,Male,157000
916021,26,Male,52000
834733,48,Male,219000
439022,44,Female,183000
605854,41,Male,157000
845939,26,Male,52000
530798,48,Male,219000
797853,44,Female,183000
381424,41,Male,157000
953922,26,Male,52000
621102,48,Male,219000
249280,44,Female,183000
400099,41,Male,157000
640315,26,Male,52000
224040,48,Male,219000
783414,44,Female,183000
964177,41,Male,157000
188713,26,Male,52000
197834,48,Male,219000
166586,44,Female,183000
688787,41,Male,157000
155884,26,Male,52000
250160,48,Male,219000
764855,23,Male,60000
17795,32,Male,140000
656573,23,Male,60000
550268,32,Male,140000
485591,23,Male,60000
176715,32,Male,140000
296344,23,Male,60000
530177,32,Male,140000
346708,23,Male,60000
498702,28,Male,85000
679776,29,Female,100000
316812,28,Male,85000
730223,29,Female,100000
704377,28,Male,85000
419093,29,Female,100000
929538,28,Male,85000
639177,29,Female,100000
882284,28,Male,85000
500626,29,Female,100000
542508,27,Male,85000
216433,28,Female,100000
116426,27,Male,85000
39742,28,Female,100000
469083,27,Male,85000
925077,28,Female,100000
654802,27,Male,85000
633987,28,Female,100000
553699,27,Male,85000
207856,28,Female,100000
190117,31,Male,120000
313412,25,Male,60000
86690,31,Female,140000
984785,27,Male,80000
884754,31,Female,140000
705717,27,Male,80000
645421,31,Female,140000
473904,27,Male,80000
233567,31,Female,140000
593853,27,Male,80000
304776,31,Female,140000
221925,27,Male,80000
553276,31,Female,140000
620426,27,Male,80000
753256,31,Female,140000
308604,27,Male,80000
655901,31,Female,140000
78452,27,Male,80000
420640,33,Male,120000
649090,27,Male,65000
882847,27,Male,75000
503212,31,Female,140000
503000,31,Female,140000
568995,27,Male,80000
612630,31,Female,140000
192684,27,Male,80000
554064,31,Female,140000
999032,27,Male,80000
197745,31,Female,140000
820463,27,Male,80000
533763,31,Female,140000
178047,27,Male,80000
746556,31,Female,140000
313735,27,Male,80000
408354,31,Female,140000
867331,27,Male,80000
426433,31,Female,140000
590993,27,Male,80000
297943,29,Male,75000
761702,30,Female,100000
973246,33,Male,120000
323795,27,Male,65000
692785,27,Male,75000
456087,31,Female,140000
826804,31,Female,140000
191066,27,Male,80000
757242,31,Female,140000
243513,27,Male,80000
521301,31,Female,140000
547885,27,Male,80000
499160,31,Female,140000
949048,27,Male,80000
192920,31,Female,140000
340579,27,Male,80000
574709,31,Female,140000
286122,27,Male,80000
578604,31,Female,140000
636892,27,Male,80000
470944,33,Male,120000
815826,30,Male,100000
656705,32,Female,120000
269446,27,Male,65000
739982,27,Male,75000
652503,31,Female,140000
611846,31,Female,140000
505552,27,Male,80000
640336,31,Female,140000
131594,27,Male,80000
770824,31,Female,140000
122980,27,Male,80000
953300,31,Female,140000
624626,27,Male,80000
30601,31,Female,140000
332196,27,Male,80000
129444,31,Female,140000
515070,27,Male,80000
629205,31,Female,140000
396808,27,Male,80000
108359,34,Male,125000
781579,31,Male,110000
92278,33,Female,120000
576822,28,Male,70000
659564,28,Male,70000
881681,32,Female,145000
650162,32,Female,145000
179565,27,Male,80000
790721,32,Female,145000
103978,27,Male,80000
813592,32,Female,145000
952759,27,Male,80000
615036,32,Female,145000
720638,27,Male,80000
50851,32,Female,145000
143478,27,Male,80000
377952,32,Female,145000
45131,27,Male,80000
31149,32,Female,145000
71805,27,Male,80000
107158,26,Female,75000
815123,35,Female,145000
246290,27,Male,70000
416044,32,Female,145000
188444,27,Male,80000
641226,32,Female,145000
753392,27,Male,80000
567331,32,Female,145000
690306,27,Male,80000
800997,32,Female,145000
618842,27,Male,80000
30328,32,Female,145000
495261,27,Male,80000
632803,32,Female,145000
257458,27,Male,80000
292260,32,Female,145000
266497,27,Male,80000
414196,32,Female,145000
275540,27,Male,80000
397118,32,Female,145000
